0;1
4294967281;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967282;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
4294967283;0
